編號,縣市,醫院名稱,科別,電話,地址,Website,Owner
1,基隆市,衛生福利部基隆醫院,家庭醫學科,"(02)2429-2525
轉5610、5619","20148
基隆市信義區信二路268號",https://netreg.kln.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?Date=&DivDr=0196&HID=F&Noon=&Way=Dept
2,臺北市,馬偕紀念醫院臺北院區,家庭醫學科,"(02)2543-3535
轉2266","10449
臺北市中山區中山北路二段92號",https://www.mmh.org.tw/register_single_doctor.php?depid=75&drcode=O75D
3,臺北市,臺大醫院,"家庭醫學科第10診 (02)2312-3456
(旅遊醫學特別門診) 轉67614",,"10048
臺北市中正區常德街1號",https://reg.ntuh.gov.tw/WebAdministration/VaccineRegPublic.aspx?Hosp=T0&Reg=,kjcl
4,臺北市,三軍總醫院內湖院區,旅遊醫學門診,(02)8792-3311,11490臺北市內湖區成功路二段325號,https://www2.ndmctsgh.edu.tw/newwebreg/Register/Doctors?pos=B&DeptCode=131&DeptGroup=4#
5,臺北市,臺北市立萬芳醫院,家庭醫學科,(02)2930-7930,11696臺北市文山區興隆路三段111號,https://www.wanfang.gov.tw/p3_register_e3.aspx?deptcode=B055&depttype=A&deptdesc=%E8%87%AA%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E9%96%80%E8%A8%BA&depttype2=A
6,臺北市,臺北醫學大學附設醫院,家庭醫學科,(02)2737-2181,11031臺北市信義區吳興街252號,https://www.tmuh.org.tw/service/regist/016
7,新北市,亞東紀念醫院,家庭醫學科,(02)8966-7000,22060新北市板橋區南雅南路二段21號,https://hos.femh.org.tw/newfemh/webreg_net/index.aspx
8,新北市,臺北慈濟醫院,家庭醫學科,(02)6628-9779,23142新北市新店區建國路289號,https://reg-prod.tzuchi-healthcare.org.tw/tchw/HIS5OpdReg/OpdTimeShow?Pass=XD;0022,kjcl
9,宜蘭縣,羅東聖母醫院,家庭醫學科,(03)954-4106,26546宜蘭縣羅東鎮中正南路160號,http://www.smh.org.tw/2014/?q=content/covid-19-vaccination-registration-self-paid-%E8%87%AA%E8%B2%BB%E6%8E%A5%E7%A8%AE
10,桃園市,衛生福利部桃園醫院,"家庭醫學科、
感染科、小兒科","(03)369-9721
轉8322","33004
桃園市桃園區中山路1492號",https://tyghnetreg.tygh.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0126&Date=&Noon=
